"Bacteria","Climate_Factor","NAME","Region","Climate_Zone_Majority","n_observations","effect","se","OR","CI_Lower","CI_Upper","Z_value","P_Value","Significance","Effect_Direction"
"CR-Ab","Relative Humidity","Switzerland","Europe and Central Asia","Temperate Zone",4,1.92332258029367e-07,0.000153342025743625,1.00000019233228,0.99969968706476,1.00030078793034,0.00125426970914634,0.998999237826388,"","Positive"
"CR-Ec","Relative Humidity","Switzerland","Europe and Central Asia","Temperate Zone",4,-2.94775356557214e-07,7.52145982568401e-05,0.999999705224687,0.999852295521441,1.00014713666076,-0.00391912425764246,0.996872999267841,"","Negative"
"CR-Kp","Relative Humidity","Switzerland","Europe and Central Asia","Temperate Zone",4,0.00448443197120256,0.00941166693272127,1.00449450208354,0.986134587498953,1.02319624269048,0.476475846761179,0.633735410742109,"","Positive"
"CR-Pa","Relative Humidity","Switzerland","Europe and Central Asia","Temperate Zone",5,-8.66437690944601e-08,5.4253096885919e-05,0.999999913356235,0.999893582949031,1.0001062550708,-0.00159702900051311,0.998725755758996,"","Negative"
"3GCR-Ec","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",7,1.74102615140804e-06,0.000295802045160233,1.00000174102767,0.999422136045362,1.00058168214615,0.00588578131860088,0.995303853071959,"","Positive"
"3GCR-Kp","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",7,0.0209341884231237,0.0203958769346868,1.02115484561546,0.981138418120412,1.0628033715381,1.02639315240824,0.304706304419373,"","Positive"
"CR-Ab","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",7,3.16314962778646e-07,0.000258832591514487,1.00000031631501,0.999493132936128,1.00050775705933,0.0012220832041584,0.999024918922097,"","Positive"
"CR-Ec","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",7,1.65873018536032e-07,8.16080164408201e-05,1.00000016587303,0.999840226925872,1.00016013040475,0.00203255790019499,0.998378254549147,"","Positive"
"CR-Kp","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",7,0.00803867414156817,0.0162319175802292,1.00807107103371,0.976504535218035,1.04065802830927,0.495238723449373,0.620431619317515,"","Positive"
"CR-Pa","Relative Humidity","Taiwan","East Asia and Pacific","Temperate Zone",8,-1.53112914545275e-07,7.70507659858023e-05,0.999999846887097,0.999848838811757,1.00015087776932,-0.00198716927192506,0.998414469361731,"","Negative"
"3GCR-Ec","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",10,3.88239675131915e-07,9.93943714119571e-05,1.00000038823975,0.99980559417097,1.00019522026064,0.00390605292449397,0.996883428602921,"","Positive"
"3GCR-Kp","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",10,0.0306524983155519,0.0135993041452077,1.03112712320899,1.00400586430222,1.05898100999259,2.25397549670611,0.024197709521254,"*","Positive"
"CR-Ab","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",9,3.40661545181081e-08,4.2627807453256e-05,1.00000003406616,0.999916487050947,1.00008358806205,0.000799153335659211,0.999362367959634,"","Positive"
"CR-Ec","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",10,-5.39495646008526e-07,7.90782941534957e-05,0.9999994605045,0.999844479142436,1.00015446588952,-0.00682229746839674,0.994556636406547,"","Negative"
"CR-Kp","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",9,0.00164536929842724,0.00355469368007738,1.0016467236612,0.994692305537106,1.00864976378747,0.462872316579307,0.64345589168903,"","Positive"
"CR-Pa","Relative Humidity","Thailand","East Asia and Pacific","Tropical Zone",6,-4.48181218129209e-08,5.39481411518463e-05,0.999999955181879,0.999894222420063,1.00010569912429,-0.000830763041246826,0.99933714707195,"","Negative"
"3GCR-Ec","Relative Humidity","Tunisia","Middle East and North Africa","Temperate Zone",2,-3.74081075580317e-06,0.000790420236715358,0.999996259196241,0.998448240750641,1.0015466777273,-0.0047326859587355,0.996223877038868,"","Negative"
"3GCR-Kp","Relative Humidity","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.146418611254012,0.0514693583996799,0.863796032749787,0.780907515883281,0.955482654498864,-2.84477242006815,0.00444431639761633,"**","Negative"
"CR-Ab","Relative Humidity","Tunisia","Middle East and North Africa","Temperate Zone",2,-5.84293298697592e-07,0.000420422691056862,0.999999415706872,0.999175727131903,1.00082378330441,-0.00138977584018786,0.9988911196711,"","Negative"
"CR-Ec","Relative Humidity","Tunisia","Middle East and North Africa","Temperate Zone",2,2.68072356723081e-06,0.000402833912722905,1.00000268072716,0.99921343575859,1.00079254909369,0.00665466208917418,0.994690387050667,"","Positive"
"CR-Kp","Relative Humidity","Tunisia","Middle East and North Africa","Temperate Zone",2,-0.0188559798568897,0.0379960167373741,0.981320682011175,0.910894520560592,1.05719186931789,-0.496262015758679,0.619709561754813,"","Negative"
"3GCR-Ec","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",4,-2.37445196409586e-06,0.000429697445045971,0.999997625550855,0.999155775114266,1.00084018529842,-0.00552586940292798,0.995591016556625,"","Negative"
"3GCR-Kp","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",4,-0.0867653091576689,0.0345997179196131,0.916892256600039,0.856774299442945,0.981228557812378,-2.50768833894121,0.0121523799910179,"*","Negative"
"CR-Ab","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",3,-3.18486631961648e-07,0.00022859003372708,0.999999681513419,0.999551745543325,1.00044781822013,-0.00139326560641702,0.998888335243201,"","Negative"
"CR-Ec","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",4,8.05239069921934e-07,0.000176624874373876,1.00000080523939,0.999654680121936,1.00034705020083,0.00455903548566676,0.996362428574874,"","Positive"
"CR-Kp","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",4,-0.00986257822297213,0.0200556079081572,0.990185897505515,0.952017778259356,1.0298842458714,-0.491761619400264,0.622887871866104,"","Negative"
"CR-Pa","Relative Humidity","Turkey","Europe and Central Asia","Temperate Zone",5,3.27102227308216e-07,0.000139217148892302,1.00000032710228,0.999727498625644,1.00027323003458,0.00234958286325244,0.998125305833971,"","Positive"
"3GCR-Ec","Relative Humidity","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-4.69684493414406e-06,0.0011508851487993,0.999995303166096,0.997742121115359,1.00225357353499,-0.00408107180724699,0.996743784852263,"","Negative"
"3GCR-Kp","Relative Humidity","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-0.171647829252249,0.0725411028965573,0.842275745822547,0.730644402608218,0.970962659083469,-2.36621477201714,0.0179710157973455,"*","Negative"
"CR-Ab","Relative Humidity","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-6.57360296166684e-07,0.000512222546846583,0.99999934263992,0.998995890903137,1.00100380230416,-0.00128334900564924,0.998976035923346,"","Negative"
"CR-Ec","Relative Humidity","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,4.47186537754424e-06,0.000704511117873001,1.00000447187538,0.998624576837018,1.00138627364662,0.00634747311163138,0.994935483212721,"","Positive"
"CR-Kp","Relative Humidity","United Arab Emirates","Middle East and North Africa","Temperate Zone",1,-0.023458901029402,0.0472747943803427,0.976814119898668,0.890370600373054,1.07165019199154,-0.496224284777776,0.619736179059244,"","Negative"
"3GCR-Ec","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",17,1.56572241325769e-06,0.00026730623982325,1.00000156572364,0.999477781895724,1.0005256240444,0.00585741063991991,0.995326489208256,"","Positive"
"3GCR-Kp","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",13,0.0261521719071062,0.0195653060242128,1.02649714061664,0.987878239797335,1.06662576139981,1.33666050889989,0.181333478066574,"","Positive"
"CR-Ab","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",6,2.99039801714769e-07,0.000243275593043375,1.00000029903985,0.999523592395595,1.00047723304164,0.00122922237275752,0.999019222693974,"","Positive"
"CR-Ec","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",12,7.45150690915433e-08,7.78456755069629e-05,1.00000007451507,0.999847508619068,1.00015266369098,0.000957215267338496,0.999236252833458,"","Positive"
"CR-Kp","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",13,0.00736447076624649,0.014858225840781,1.00739165517303,0.978477338461058,1.03716039914464,0.495649402907407,0.620141790856295,"","Positive"
"CR-Pa","Relative Humidity","United Kingdom","Europe and Central Asia","Temperate Zone",13,-1.44342510314209e-07,7.00311565582572e-05,0.9999998556575,0.999862604030326,1.00013712612527,-0.00206111847080712,0.998355466558545,"","Negative"
"3GCR-Ec","Relative Humidity","United States of America","North America","Temperate Zone",15,-1.71922557281743e-06,0.00029855485967929,0.999998280775905,0.999413285433799,1.00058361853846,-0.00575849133611236,0.995405414062328,"","Negative"
"3GCR-Kp","Relative Humidity","United States of America","North America","Temperate Zone",15,-0.052349793228415,0.0255362831097318,0.948996856104668,0.902667592346926,0.997703961604523,-2.05001616732799,0.0403628531644173,"*","Negative"
"CR-Ab","Relative Humidity","United States of America","North America","Temperate Zone",15,-2.11727335987489e-07,0.000167374366882075,0.999999788272686,0.999671788386795,1.00032789577782,-0.00126499260270041,0.998990682201962,"","Negative"
"CR-Ec","Relative Humidity","United States of America","North America","Temperate Zone",15,1.92287945075503e-07,0.000121532087759188,1.00000019228796,0.999762017718214,1.00023842359834,0.00158219897823623,0.998737588389858,"","Positive"
"CR-Kp","Relative Humidity","United States of America","North America","Temperate Zone",15,-0.0066778266942849,0.0135738008502212,0.993344420442009,0.967265291415581,1.02012668745634,-0.491964392874974,0.62274451551367,"","Negative"
"CR-Pa","Relative Humidity","United States of America","North America","Temperate Zone",16,2.32076382634204e-07,9.40675994199281e-05,1.00000023207641,0.999815876534326,1.00018462161172,0.00246712347360104,0.998031522267741,"","Positive"
"3GCR-Ec","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",11,9.76786967603334e-07,0.00017763854587601,1.00000097678744,0.999652865502178,1.00034920929626,0.00549873318758825,0.995612667794938,"","Positive"
"3GCR-Kp","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",11,0.0368282325570697,0.015764097375457,1.03751479426862,1.00594822253627,1.07007192240199,2.33620940545617,0.0194803303501216,"*","Positive"
"CR-Ab","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",10,1.23015733647071e-07,9.0068565231582e-05,1.00000012301574,0.999823604187451,1.00017667300843,0.00136580096874838,0.998910248832712,"","Positive"
"CR-Ec","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",11,-3.10777525301097e-07,7.50075604405986e-05,0.999999689222523,0.999852685255894,1.0001467148025,-0.00414328267011448,0.996694148184954,"","Negative"
"CR-Kp","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",11,0.00420881468143407,0.00853784743596806,1.00421768418094,0.987552749623696,1.02116383920352,0.492959696574486,0.622041065303518,"","Positive"
"CR-Pa","Relative Humidity","Venezuela","Latin America and the Caribbean","Tropical Zone",12,-9.96030664199094e-08,5.52661982520989e-05,0.999999900396939,0.999891584525742,1.00010822800174,-0.00180224204975284,0.998562019672118,"","Negative"
"3GCR-Ec","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",4,0.0740579934143974,0.0263549752697687,1.07686925501033,1.02265505644776,1.13395752074467,2.81001946146191,0.00495385043516043,"**","Positive"
"3GCR-Kp","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",4,0.0206172605959271,0.016092481694256,1.02083126450765,0.989135446726515,1.0535427418409,1.28117346893029,0.200132742804766,"","Positive"
"CR-Ab","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",4,-0.0411824475420759,0.0207497944131057,0.959654027456222,0.921408275949284,0.999487280992947,-1.98471593126074,0.0471760853172598,"*","Negative"
"CR-Ec","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",4,-0.00412645732242042,0.00321388476788105,0.995882044804022,0.989628487467478,1.00217511896921,-1.28394688062853,0.199160542309129,"","Negative"
"CR-Kp","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",4,0.033441336009109,0.0176102508614251,1.0340067829825,0.998925821663748,1.07031974153303,1.89896988249961,0.057568435985247,"","Positive"
"CR-Pa","Precipitation","Argentina","Latin America and the Caribbean","Temperate Zone",2,0.0526074259428619,0.0121619838315328,1.05401578463636,1.0291877898573,1.07944272679007,4.32556289101985,1.52142852167726e-05,"***","Positive"
"3GCR-Ec","Precipitation","Australia","East Asia and Pacific","Temperate Zone",4,0.0887035969045294,0.0434587578435157,1.09275671184764,1.003530649643,1.18991605459471,2.04109830345196,0.041241056993734,"*","Positive"
"3GCR-Kp","Precipitation","Australia","East Asia and Pacific","Temperate Zone",4,-0.0208773811282291,0.0249505730948676,0.979339042655881,0.932598498714549,1.0284221578655,-0.836749562779528,0.402733353505401,"","Negative"
"CR-Ab","Precipitation","Australia","East Asia and Pacific","Temperate Zone",1,-0.038587468731904,0.029949941242712,0.96214754323361,0.907293439554204,1.02031807416719,-1.28839881251166,0.197607171904194,"","Negative"
"CR-Ec","Precipitation","Australia","East Asia and Pacific","Temperate Zone",4,-0.00868622983831289,0.0066606631446486,0.991351386462685,0.978493505271036,1.00437822647506,-1.3041088626876,0.192196467528362,"","Negative"
"CR-Kp","Precipitation","Australia","East Asia and Pacific","Temperate Zone",4,0.0272695205335187,0.0264778460634642,1.02764473679984,0.975673714134894,1.08238408985814,1.02989950421787,0.303057183504836,"","Positive"
"CR-Pa","Precipitation","Australia","East Asia and Pacific","Temperate Zone",1,0.0276163028666593,0.0277329793716674,1.02800116763769,0.973614020531938,1.08542644043589,0.995792860786991,0.319350799784068,"","Positive"
"3GCR-Ec","Precipitation","Austria","Europe and Central Asia","Temperate Zone",19,-0.17492630826343,0.0490558733472837,0.839518884094223,0.762558676995886,0.924246196407273,-3.56585860830701,0.000362666872020179,"***","Negative"
"3GCR-Kp","Precipitation","Austria","Europe and Central Asia","Temperate Zone",15,-0.127226394687345,0.0269663236025754,0.880534301741818,0.835203067616199,0.928325920493678,-4.71797329744994,2.38205749814318e-06,"***","Negative"
"CR-Ab","Precipitation","Austria","Europe and Central Asia","Temperate Zone",7,0.114030769963082,0.041446492928113,1.12078661091622,1.0333393483852,1.21563417590948,2.75127669211634,0.00593634783009205,"**","Positive"
"CR-Ec","Precipitation","Austria","Europe and Central Asia","Temperate Zone",19,0.00907086532896537,0.00731459656292444,1.00911213030318,0.994748095792416,1.02368357962408,1.24010466618801,0.214936683300925,"","Positive"
"CR-Kp","Precipitation","Austria","Europe and Central Asia","Temperate Zone",15,-0.0737103155116054,0.0331646303424394,0.928940754595286,0.870477827595039,0.991330161656352,-2.22255803096594,0.0262456168692039,"*","Negative"
"CR-Pa","Precipitation","Austria","Europe and Central Asia","Temperate Zone",16,-0.104479710909064,0.0252689727401643,0.900793073494062,0.857266108015414,0.946530084028809,-4.13470353478187,3.5541314419374e-05,"***","Negative"
"3GCR-Ec","Precipitation","Bahrain","Middle East and North Africa","Temperate Zone",1,0.145270041841155,0.192670163742433,1.15635179147652,0.792657956342689,1.68691861975441,0.753983071480422,0.45085938680891,"","Positive"
"3GCR-Kp","Precipitation","Bahrain","Middle East and North Africa","Temperate Zone",1,0.222335748051966,0.103544825235112,1.24899065365372,1.01957705627207,1.53002428145859,2.14724152121676,0.0317740587168731,"*","Positive"
"CR-Ec","Precipitation","Bahrain","Middle East and North Africa","Temperate Zone",1,-0.0229790963029268,0.0175832193638486,0.977282912385715,0.944176456301963,1.01155020808489,-1.30687650693662,0.191254656090123,"","Negative"
"CR-Kp","Precipitation","Bahrain","Middle East and North Africa","Temperate Zone",1,0.00924118271118553,0.0316024668225086,1.00928401427658,0.948664899055202,1.07377665442111,0.292419663410692,0.769965775699553,"","Positive"
"3GCR-Ec","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",4,0.0707700170416066,0.0310084230712746,1.0733343488718,1.01004360967989,1.14059097392157,2.28228365173352,0.0224725990983645,"*","Positive"
"3GCR-Kp","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",3,0.00700412063541788,0.0188052146560158,1.00702870685646,0.970587131793485,1.04483851394061,0.372456298082046,0.70955314420282,"","Positive"
"CR-Ab","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",4,-0.0374736507456146,0.0225631978273444,0.963219797509925,0.921550668582275,1.00677305106011,-1.66083066027991,0.0967474615088425,"","Negative"
"CR-Ec","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",3,-0.0056653097882837,0.00467474767365034,0.994350707816708,0.985281575481087,1.00350331797569,-1.21189638110668,0.225552047614998,"","Negative"
"CR-Kp","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",4,0.0270103727886528,0.0195252414608661,1.02737845948785,0.988804045984138,1.06745770641451,1.38335665875318,0.166555533036079,"","Positive"
"CR-Pa","Precipitation","Belarus","Europe and Central Asia","Temperate Zone",4,0.0410041978976356,0.0161794178861875,1.04185647914315,1.00933584852813,1.07542491898554,2.53434321222652,0.0112658329543699,"*","Positive"
"3GCR-Ec","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",19,-0.0041426119198433,0.0335096853168049,0.995865956860455,0.93256017833326,1.06346917558298,-0.123624315796418,0.901612738948502,"","Negative"
"3GCR-Kp","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",11,0.046730148864009,0.0197894825494099,1.04783921032335,1.00797439049066,1.08928066134358,2.36136284752945,0.0182079056047484,"*","Positive"
"CR-Ab","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",4,-0.0202641211836393,0.0200354200506511,0.97993981625928,0.942203927317582,1.01918705245069,-1.0114148409372,0.311817920961211,"","Negative"
"CR-Ec","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",10,0.00140377084055747,0.0017761344586371,1.00140475658804,0.997924703712946,1.00489694541686,0.79035167283148,0.429322417266402,"","Positive"
"CR-Kp","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",11,-0.00278996477247679,0.0198032832044921,0.997213923562293,0.959249184639567,1.03668121408949,-0.140883950588755,0.887961621254896,"","Negative"
"CR-Pa","Precipitation","Belgium","Europe and Central Asia","Temperate Zone",12,-0.00292973328051162,0.0159156077760426,0.997074554199956,0.966451343567282,1.02866809927905,-0.184079258658389,0.853951277619984,"","Negative"
"3GCR-Ec","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,-0.102425646897393,0.0422202088476231,0.902645261733666,0.830956978488557,0.980518233341317,-2.4259862680229,0.0152668479302532,"*","Negative"
"3GCR-Kp","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,-0.0375480551211863,0.0241008064326562,0.963148132408484,0.918709201722796,1.00973662092682,-1.55795845363536,0.119243097114132,"","Negative"
"CR-Ab","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,0.0549882755720919,0.0315064407522542,1.05652822741384,0.993258478403389,1.12382820745367,1.74530268285407,0.0809321951927115,"","Positive"
"CR-Ec","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,0.006241998584374,0.00520368120776714,1.0062615204549,0.996050602880855,1.01657711427471,1.19953516273384,0.23031992062632,"","Positive"
"CR-Kp","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,-0.0505106462665167,0.0281669285737775,0.950743806746491,0.899678477893086,1.00470757973853,-1.7932607076492,0.0729312470446926,"","Negative"
"CR-Pa","Precipitation","Bosnia and Herz.","Europe and Central Asia","Temperate Zone",3,-0.0687529278585155,0.022005537268782,0.933557307589397,0.894148168552668,0.974703384970618,-3.12434670504734,0.00178200348340288,"**","Negative"
"3GCR-Ec","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",19,0.0654339954863284,0.0304538309763434,1.06762226709932,1.0057610179761,1.13328841030244,2.14862936414002,0.0316637920615743,"*","Positive"
"3GCR-Kp","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",14,0.0234771301861654,0.0184263085193324,1.02375488739521,0.987441095105869,1.06140414315369,1.27410925316559,0.202624699555673,"","Positive"
"CR-Ab","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",8,-0.0315977216074227,0.0215131662259391,0.968896269726442,0.928891325209121,1.01062412363305,-1.46876202580187,0.141897347297512,"","Negative"
"CR-Ec","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",19,-0.00385510158983324,0.00377950318786509,0.996152319774533,0.988800261478961,1.00355904306494,-1.02000220616585,0.307727414441819,"","Negative"
"CR-Kp","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",14,0.0240259674754276,0.0193817906313671,1.02431691646963,0.986134679263592,1.063977535147,1.23961546858031,0.21511765645006,"","Positive"
"CR-Pa","Precipitation","Bulgaria","Europe and Central Asia","Temperate Zone",13,0.0351041087118394,0.0151409036731232,1.035727531446,1.00544269545499,1.06692457386624,2.31849495047994,0.020422437073966,"*","Positive"
"CR-Pa","Precipitation","Canada","North America","Temperate Zone",1,0.0382950539647619,0.0220708943343708,1.03903775986586,0.995048400855644,1.08497181192263,1.73509298647339,0.0827243363800793,"","Positive"
"3GCR-Ec","Precipitation","China","East Asia and Pacific","Temperate Zone",6,0.0751513830459362,0.0265405922076536,1.07804733662202,1.02340143780645,1.13561112684076,2.83156391002701,0.00463209756236525,"**","Positive"
"3GCR-Kp","Precipitation","China","East Asia and Pacific","Temperate Zone",6,0.0172685292512113,0.0161311252649176,1.01741849227244,0.9857539725375,1.05010014390639,1.07050989733291,0.284389856399479,"","Positive"
"CR-Ab","Precipitation","China","East Asia and Pacific","Temperate Zone",6,-0.0406831576022643,0.0193602273810098,0.96013329269403,0.924382618959421,0.997266630540085,-2.10137808826408,0.0356077898539001,"*","Negative"
"CR-Ec","Precipitation","China","East Asia and Pacific","Temperate Zone",6,-0.00436027568495307,0.00336879309794297,0.995649216515856,0.989096765726843,1.00224507520269,-1.2943138857698,0.195557022044283,"","Negative"
"CR-Kp","Precipitation","China","East Asia and Pacific","Temperate Zone",6,0.0328339207612924,0.0165084645136292,1.03337890220765,1.00047744425482,1.0673623495063,1.98891427692655,0.0467106656444791,"*","Positive"
"CR-Pa","Precipitation","China","East Asia and Pacific","Temperate Zone",7,0.0552634429610765,0.0127122391702288,1.05681898952986,1.03081263190401,1.08348146119238,4.34726268291896,1.37847091276977e-05,"***","Positive"
"3GCR-Ec","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",18,-0.179169578207121,0.0550996755992709,0.835964126078825,0.750387947853671,0.931299632529558,-3.25173562745062,0.0011470265729969,"**","Negative"
"3GCR-Kp","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",14,-0.119508284119048,0.0294387293194745,0.887356656820419,0.837605382301372,0.940063009433005,-4.05955986829874,4.91653013361318e-05,"***","Negative"
"CR-Ab","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",7,0.110817688860637,0.0455485327911397,1.11719121188437,1.02177628090027,1.22151612563561,2.4329584746184,0.0149760183054924,"*","Positive"
"CR-Ec","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",18,0.0101524645792438,0.00871077696224241,1.01020417569804,0.993103234339378,1.02759959016407,1.16550620263272,0.243814150970442,"","Positive"
"CR-Kp","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",14,-0.0665147589939396,0.0363983906438414,0.935649106514932,0.871224483422813,1.00483775098103,-1.8274093391872,0.0676382461953151,"","Negative"
"CR-Pa","Precipitation","Croatia","Europe and Central Asia","Temperate Zone",15,-0.0977897654969588,0.0256968450476415,0.90683953267332,0.862296946802471,0.953682998726361,-3.80551640933579,0.00014150863162072,"***","Negative"
"3GCR-Ec","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",16,0.0908584486028544,0.0524950085848939,1.09511397937285,0.988040324077471,1.21379117693155,1.73080167147549,0.083487143687277,"","Positive"
"3GCR-Kp","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",13,0.00966367172885956,0.0346528189445243,1.00971051577808,0.943408542270548,1.08067213724726,0.278871157475822,0.780343703779795,"","Positive"
"CR-Ab","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",6,-0.0366850515116332,0.0292401108976979,0.963979691490922,0.910286704801264,1.02083974280368,-1.25461396641015,0.209618930916582,"","Negative"
"CR-Ec","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",16,-0.00930667594800774,0.00758017694490947,0.990736497124188,0.976125785038371,1.00556590326658,-1.22776500016371,0.219535197863944,"","Negative"
"CR-Kp","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",13,0.0250473621064384,0.0269633450821182,1.0253636827583,0.972582091445649,1.08100970721854,0.928941198881498,0.352919560406634,"","Positive"
"CR-Pa","Precipitation","Cyprus","Europe and Central Asia","Temperate Zone",15,0.0232182214700131,0.0368377573627202,1.02348986264175,0.952196571382307,1.1001210573671,0.630283250996975,0.528509279284219,"","Positive"
"3GCR-Ec","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",17,0.0654951474206172,0.0286577210437261,1.0676875562623,1.00936963694852,1.12937488514479,2.28542762771277,0.022287765564042,"*","Positive"
"3GCR-Kp","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",13,0.0295197002915006,0.0168533047361211,1.02995972577886,0.99649338559176,1.06455000310565,1.75156746725359,0.0798482107191212,"","Positive"
"CR-Ab","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",5,-0.0387247807647227,0.0216250102012918,0.962015437868613,0.922092439435983,1.00366694608582,-1.79074046228239,0.0733349533828322,"","Negative"
"CR-Ec","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",14,-0.00304416910501912,0.00286021317630376,0.996960459679625,0.991387118293179,1.00256513305903,-1.06431546090319,0.287185816336388,"","Negative"
"CR-Kp","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",12,0.0258594912942915,0.0178957110775057,1.02619674876605,0.990826235690324,1.06282991835023,1.44501054930396,0.148454922500673,"","Positive"
"CR-Pa","Precipitation","Czechia","Europe and Central Asia","Temperate Zone",13,0.0431753086520255,0.0133762961856775,1.04412092223843,1.01710236728132,1.07185720466865,3.22774765545749,0.00124768986137695,"**","Positive"
"3GCR-Ec","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",15,0.0513607356466798,0.0281201545948929,1.05270257214036,0.996252272965301,1.11235149516143,1.82647415658262,0.0677788705897482,"","Positive"
"3GCR-Kp","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",14,0.0409897546399077,0.0173858071998384,1.04184143145018,1.00693752644133,1.07795522540732,2.35765611390702,0.0183907206773867,"*","Positive"
"CR-Ab","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",8,-0.028148620673427,0.0206037563947211,0.972243860525916,0.933763594871514,1.01230989248452,-1.36618877325879,0.171879720349239,"","Negative"
"CR-Ec","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",15,-0.00180813521147358,0.002394852837412,0.998193498480204,0.993519045793606,1.00288994421063,-0.755008902103372,0.450243640859494,"","Negative"
"CR-Kp","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",14,0.0179306200827353,0.0173765644138505,1.01809233877717,0.984001904791132,1.05336382503933,1.03188522516241,0.30212588817271,"","Positive"
"CR-Pa","Precipitation","Denmark","Europe and Central Asia","Temperate Zone",14,0.0295896167577283,0.013554925999811,1.03003173944068,1.00302653252768,1.05776402702081,2.18294196206907,0.0290400843308625,"*","Positive"
"3GCR-Kp","Precipitation","Egypt","Middle East and North Africa","Temperate Zone",2,0.415279404319557,0.169645092268638,1.51479392153493,1.08629738964103,2.11231348487125,2.44793055175419,0.0143679346620688,"*","Positive"
